Age Group,State,Average State Income,Scam Type,Contact Method,Amount_lost,Actual_Number_of_Reports,Predicted_Number_of_Reports
45 - 54,New South Wales,1935.7,Fake charity,Internet,0.0,1,1.07
55 - 64,Queensland,1901.0,Other,Email,,8,10.07
35 - 44,South Australia,1776.9,Other,In person,,1,1.01
45 - 54,South Australia,1776.9,Online shopping,Text message,,1,1.17
18 - 24,Western Australia,2094.3,Online shopping,Text message,,1,1.15
35 - 44,Queensland,1901.0,Phishing,Text message,,46,33.56
65 and over,Tasmania,1710.8,Rebate,Email,0.0,4,1.96
55 - 64,South Australia,1776.9,Rebate,Text message,,2,1.28
45 - 54,South Australia,1776.9,"Travel, prizes and lottery",Text message,,1,2.4
25 - 34,New South Wales,1935.7,Phishing,Text message,16441.0,28,26.82
18 - 24,South Australia,1776.9,Jobs and employment,Social media/Online forums,7440.0,2,1.67
45 - 54,Victoria,1882.0,Online shopping,Phone call,,1,2.67
55 - 64,South Australia,1776.9,Other,Phone call,,2,2.6
25 - 34,Victoria,1882.0,Identity theft,Social media/Online forums,500.0,2,2.33
45 - 54,Victoria,1882.0,Classified,Text message,,1,1.43
35 - 44,Victoria,1882.0,Online shopping,Internet,304.0,6,4.52
45 - 54,Queensland,1901.0,Remote access,Phone call,,2,3.26
25 - 34,Western Australia,2094.3,Phishing,Text message,,6,5.17
65 and over,Victoria,1882.0,Other,Social media/Online forums,500.0,1,2.15
35 - 44,Northern Territory,1845.8,Investment,Internet,6000.0,1,1.26
65 and over,Queensland,1901.0,Dating and romance,Social media/Online forums,55116.97,5,1.95
25 - 34,New South Wales,1935.7,Overpayment,Social media/Online forums,350.0,2,1.32
55 - 64,Queensland,1901.0,inheritance and unexpected money,Phone call,0.0,1,1.22
65 and over,Northern Territory,1845.8,Other,Email,,1,4.47
35 - 44,South Australia,1776.9,Phishing,Internet,,1,1.0
55 - 64,New South Wales,1935.7,"Threats to life, arrest or other",Email,,1,3.22
55 - 64,Tasmania,1710.8,Overpayment,Email,,1,1.04
25 - 34,Queensland,1901.0,Classified,Mobile apps,2500.0,1,1.23
25 - 34,Western Australia,2094.3,Online shopping,Text message,,2,3.73
Under 18,New South Wales,1935.7,Classified,Social media/Online forums,,1,1.03
35 - 44,Victoria,1882.0,Online shopping,Phone call,10000.0,3,1.83
18 - 24,New South Wales,1935.7,Online shopping,Mail,,1,1.02
45 - 54,New South Wales,1935.7,Dating and romance,Mobile apps,,1,1.18
35 - 44,Queensland,1901.0,"Threats to life, arrest or other",Text message,0.0,3,1.2
25 - 34,South Australia,1776.9,Classified,Internet,,1,1.0
55 - 64,Western Australia,2094.3,False billing,Email,,12,5.59
45 - 54,Queensland,1901.0,Investment,Text message,,1,1.31
35 - 44,Queensland,1901.0,False billing,Text message,,13,16.37
35 - 44,South Australia,1776.9,Identity theft,Phone call,,1,1.91
55 - 64,Western Australia,2094.3,Phishing,Social media/Online forums,,1,1.54
55 - 64,New South Wales,1935.7,Overpayment,Mail,,1,1.15
25 - 34,New South Wales,1935.7,Health and medical products,Internet,,1,1.01
65 and over,Queensland,1901.0,Remote access,Phone call,,7,8.94
55 - 64,Victoria,1882.0,Investment,Internet,,1,1.22
45 - 54,Queensland,1901.0,Classified,Email,2950.0,2,3.4
35 - 44,South Australia,1776.9,Hacking,Text message,0.0,1,1.18
35 - 44,Victoria,1882.0,Fake charity,Phone call,,1,1.06
65 and over,New South Wales,1935.7,Rebate,Phone call,,1,1.15
25 - 34,New South Wales,1935.7,Identity theft,Text message,,4,3.97
45 - 54,Queensland,1901.0,Phishing,Phone call,1000.0,11,9.04
18 - 24,Queensland,1901.0,Betting and sports investment,Social media/Online forums,,1,1.02
18 - 24,Queensland,1901.0,Online shopping,Social media/Online forums,1241.29,4,5.18
25 - 34,New South Wales,1935.7,"Threats to life, arrest or other",Social media/Online forums,,1,1.17
55 - 64,Western Australia,2094.3,Betting and sports investment,Email,0.0,1,1.2
45 - 54,Western Australia,2094.3,Classified,Email,4400.0,3,2.12
25 - 34,Western Australia,2094.3,Other,Email,,1,2.13
45 - 54,Queensland,1901.0,Online shopping,Internet,359.88,4,3.8
55 - 64,Victoria,1882.0,Dating and romance,Social media/Online forums,350980.0,3,1.69
65 and over,Queensland,1901.0,Other,Phone call,800.0,12,20.44
65 and over,New South Wales,1935.7,False billing,Email,1300.0,78,70.42
18 - 24,Queensland,1901.0,Dating and romance,Mobile apps,,1,1.09
35 - 44,South Australia,1776.9,Identity theft,Mail,,1,1.07
45 - 54,South Australia,1776.9,Identity theft,Email,,1,1.75
25 - 34,Victoria,1882.0,Betting and sports investment,Text message,,1,1.03
55 - 64,New South Wales,1935.7,Dating and romance,Text message,,2,1.26
35 - 44,New South Wales,1935.7,"Threats to life, arrest or other",Phone call,,3,1.71
45 - 54,Victoria,1882.0,False billing,Phone call,,6,3.61
65 and over,Queensland,1901.0,Phishing,In person,,1,1.01
18 - 24,New South Wales,1935.7,Other,Text message,,1,2.97
45 - 54,Victoria,1882.0,Mobile premium services,Phone call,,1,1.74
65 and over,New South Wales,1935.7,Remote access,Social media/Online forums,9946.0,1,3.17
25 - 34,Queensland,1901.0,Identity theft,Text message,,3,3.63
55 - 64,Victoria,1882.0,Online shopping,Email,452.45,6,5.41
35 - 44,New South Wales,1935.7,Identity theft,Social media/Online forums,67.84,1,2.25
65 and over,Victoria,1882.0,Classified,Phone call,0.0,1,1.72
35 - 44,Victoria,1882.0,"Threats to life, arrest or other",Phone call,,1,1.19
35 - 44,New South Wales,1935.7,Hacking,Social media/Online forums,0.0,2,2.22
45 - 54,Queensland,1901.0,Hacking,Phone call,,3,2.07
55 - 64,New South Wales,1935.7,False billing,Phone call,,3,4.56
65 and over,New South Wales,1935.7,Online shopping,Email,0.0,5,8.67
35 - 44,Queensland,1901.0,Jobs and employment,Text message,600.0,1,1.36
35 - 44,Queensland,1901.0,Other,In person,,1,1.18
Under 18,New South Wales,1935.7,Remote access,Email,1500.0,1,2.09
65 and over,New South Wales,1935.7,Ransomware and malware,Internet,,1,1.12
25 - 34,Victoria,1882.0,Other,Social media/Online forums,,1,1.28
45 - 54,Victoria,1882.0,Other,Email,,7,4.48
25 - 34,South Australia,1776.9,Online shopping,Social media/Online forums,,1,1.24
35 - 44,Western Australia,2094.3,Identity theft,Social media/Online forums,,1,1.1
18 - 24,Victoria,1882.0,Overpayment,Social media/Online forums,300.0,1,1.07
55 - 64,New South Wales,1935.7,Phishing,Phone call,0.0,16,29.93
25 - 34,Queensland,1901.0,Online shopping,Mobile apps,,1,1.27
35 - 44,New South Wales,1935.7,False billing,Social media/Online forums,295.0,2,1.25
65 and over,New South Wales,2126.5,Remote access,Text message,,1,1.81
25 - 34,Queensland,1901.0,Remote access,Phone call,,2,2.28
45 - 54,Victoria,1882.0,Classified,Social media/Online forums,2519.0,8,7.58
65 and over,Victoria,1882.0,Online shopping,Phone call,8200.0,1,2.61
55 - 64,Victoria,1882.0,Pyramid schemes,In person,,1,1.13
65 and over,Queensland,1901.0,Online shopping,Fax,,1,1.09
25 - 34,New South Wales,1935.7,Phishing,Phone call,71363.43,13,9.38
55 - 64,Queensland,1901.0,Hacking,Internet,0.0,2,1.59
55 - 64,Victoria,1882.0,Fake charity,Social media/Online forums,,1,1.0
45 - 54,Queensland,1901.0,Phishing,Social media/Online forums,,2,1.08
25 - 34,Victoria,1882.0,Phishing,Text message,,47,13.09
45 - 54,South Australia,1776.9,Classified,Mobile apps,,1,1.31
65 and over,Queensland,1901.0,"Threats to life, arrest or other",Email,,3,2.63
65 and over,New South Wales,1935.7,Fake charity,Text message,,1,1.66
25 - 34,Tasmania,1710.8,Ransomware and malware,Social media/Online forums,0.0,1,1.02
25 - 34,South Australia,1776.9,Classified,Email,1600.0,3,1.65
55 - 64,Queensland,1901.0,Online shopping,Text message,77.85,3,5.44
Under 18,Victoria,1882.0,Classified,Social media/Online forums,300.0,2,1.68
55 - 64,Tasmania,1710.8,Other,Text message,,1,1.44
65 and over,Western Australia,2094.3,Betting and sports investment,Phone call,,1,1.04
65 and over,New South Wales,1935.7,Classified,Text message,,3,1.72
18 - 24,Queensland,1901.0,Other,Email,,1,1.21
25 - 34,South Australia,1776.9,Dating and romance,Social media/Online forums,,1,1.0
55 - 64,Queensland,1901.0,Online shopping,Social media/Online forums,1762.87,4,5.3
45 - 54,New South Wales,1935.7,Overpayment,In person,178.0,1,1.05
55 - 64,Northern Territory,1845.8,Phishing,Text message,0.0,1,1.26
65 and over,Victoria,1882.0,Dating and romance,Internet,0.0,1,1.24
25 - 34,New South Wales,1935.7,Classified,In person,,1,1.12
65 and over,Northern Territory,1845.8,Phishing,Email,,1,13.31
35 - 44,Western Australia,2094.3,Other,Email,,1,2.32
18 - 24,Northern Territory,1845.8,Other,Text message,,1,1.46
18 - 24,Victoria,1882.0,"Threats to life, arrest or other",Phone call,311789.15,1,2.0
18 - 24,Victoria,1882.0,Classified,Social media/Online forums,741.0,2,1.61
35 - 44,Western Australia,2094.3,Rebate,Email,,1,1.52
18 - 24,Queensland,1901.0,Online shopping,Internet,172.29,1,2.52
55 - 64,South Australia,1776.9,Phishing,Text message,,30,23.54
35 - 44,Western Australia,2094.3,Online shopping,Social media/Online forums,750.0,3,2.6
55 - 64,Queensland,1901.0,Rebate,Social media/Online forums,,1,1.25
65 and over,Western Australia,2094.3,Phishing,Text message,1366.99,63,37.59
65 and over,New South Wales,1935.7,Other,Internet,105.0,4,2.5
18 - 24,New South Wales,1935.7,Classified,Mobile apps,,1,1.03
35 - 44,Queensland,1901.0,Pyramid schemes,In person,,1,1.02
45 - 54,Victoria,1882.0,Other,In person,0.0,1,1.54
25 - 34,Queensland,1901.0,Investment,Social media/Online forums,8361.9,2,1.89
45 - 54,Victoria,1882.0,Identity theft,Social media/Online forums,0.0,2,1.6
55 - 64,Western Australia,2094.3,"Travel, prizes and lottery",Mail,,2,1.0
55 - 64,Victoria,1882.0,"Threats to life, arrest or other",Text message,,3,1.29
25 - 34,Queensland,1901.0,Online shopping,Social media/Online forums,1446.8,6,6.76
55 - 64,Tasmania,1710.8,Identity theft,Email,,1,2.33
25 - 34,Queensland,1901.0,Other,Text message,,7,2.93
55 - 64,New South Wales,1935.7,"Travel, prizes and lottery",Text message,,3,1.34
55 - 64,South Australia,1776.9,False billing,Email,,8,9.27
65 and over,Victoria,1882.0,Identity theft,Text message,,16,18.71
25 - 34,South Australia,1776.9,False billing,Email,,1,1.52
65 and over,Western Australia,2094.3,Online shopping,Mobile apps,,1,1.04
25 - 34,South Australia,1776.9,Remote access,Phone call,,3,1.04
45 - 54,South Australia,1776.9,Health and medical products,Email,1000.0,2,1.31
45 - 54,Queensland,1901.0,Phishing,Social media/Online forums,,2,1.08
25 - 34,South Australia,1776.9,Other,Social media/Online forums,230.0,1,1.41
45 - 54,Queensland,1901.0,Jobs and employment,Phone call,0.0,1,1.29
45 - 54,New South Wales,1935.7,Dating and romance,Internet,,1,1.4
35 - 44,New South Wales,1935.7,Classified,Mobile apps,250.0,2,1.52
18 - 24,Queensland,1901.0,Identity theft,Phone call,,1,1.37
35 - 44,South Australia,1776.9,Online shopping,Email,777.0,1,1.81
25 - 34,New South Wales,1935.7,Other,Email,500.0,2,3.82
45 - 54,Northern Territory,1845.8,Hacking,Social media/Online forums,,1,1.05
65 and over,New South Wales,1935.7,Dating and romance,Email,,3,7.83
45 - 54,Victoria,1882.0,Investment,Phone call,91000.0,2,2.47
55 - 64,New South Wales,2126.5,inheritance and unexpected money,Email,,1,1.03
18 - 24,New South Wales,1935.7,Health and medical products,Text message,,1,1.33
45 - 54,Queensland,1901.0,Phishing,Text message,,30,40.77
45 - 54,Queensland,1901.0,Identity theft,Phone call,475.0,2,4.0
45 - 54,Queensland,1901.0,"Threats to life, arrest or other",Email,,3,2.59
55 - 64,New South Wales,1935.7,"Travel, prizes and lottery",Text message,,3,1.34
35 - 44,New South Wales,1935.7,Mobile premium services,Phone call,,3,2.26
25 - 34,Victoria,1882.0,False billing,Mail,,1,1.02
55 - 64,Victoria,1882.0,Ransomware and malware,Email,,1,1.47
18 - 24,New South Wales,2126.5,Mobile premium services,Phone call,,1,1.05
25 - 34,Western Australia,2094.3,Pyramid schemes,Mobile apps,,1,1.0
45 - 54,New South Wales,1935.7,False billing,Mail,,1,1.17
65 and over,New South Wales,1935.7,Other,Email,400.0,25,21.24
65 and over,Tasmania,1710.8,Identity theft,Phone call,,2,1.08
65 and over,New South Wales,1935.7,Phishing,Mobile apps,1.0,2,1.42
65 and over,South Australia,1776.9,inheritance and unexpected money,Mail,,1,1.02
35 - 44,Queensland,1901.0,Online shopping,Email,62.0,3,4.3
18 - 24,New South Wales,1935.7,False billing,Phone call,0.0,2,1.53
35 - 44,New South Wales,1935.7,Investment,Phone call,265000.0,2,4.31
55 - 64,Victoria,1882.0,False billing,Phone call,,3,3.03
25 - 34,Victoria,1882.0,False billing,Phone call,,2,3.94
18 - 24,New South Wales,1935.7,Classified,Internet,5150.0,2,1.32
45 - 54,Victoria,1882.0,Remote access,Email,,4,2.44
25 - 34,South Australia,1776.9,Classified,Text message,,1,1.06
55 - 64,Victoria,1882.0,Identity theft,Email,,5,5.0
35 - 44,New South Wales,2126.5,False billing,Email,0.0,2,1.74
45 - 54,New South Wales,1935.7,Hacking,Internet,,1,1.01
55 - 64,Tasmania,1710.8,Online shopping,Internet,168.65,1,1.67
35 - 44,Victoria,1882.0,Remote access,Mobile apps,0.0,1,1.06
25 - 34,New South Wales,1935.7,Ransomware and malware,Email,,1,2.05
Under 18,Victoria,1882.0,False billing,Text message,,2,1.55
Under 18,Western Australia,2094.3,Online shopping,Mobile apps,130.0,1,1.01
55 - 64,New South Wales,1935.7,Jobs and employment,Email,,1,1.34
25 - 34,Queensland,1901.0,Identity theft,Internet,,1,1.05
55 - 64,New South Wales,1935.7,False billing,Mail,,1,1.52
25 - 34,New South Wales,1935.7,Other,In person,885.0,2,1.15
55 - 64,South Australia,1776.9,Dating and romance,Social media/Online forums,,1,1.02
25 - 34,New South Wales,2126.5,False billing,Email,,1,1.03
35 - 44,New South Wales,1935.7,Online shopping,In person,,1,1.01
65 and over,South Australia,1776.9,False billing,Text message,,6,9.18
25 - 34,New South Wales,1935.7,Classified,Mobile apps,1000.0,1,1.32
55 - 64,Western Australia,2094.3,Investment,Email,3996.0,1,1.5
55 - 64,Queensland,1901.0,Other,Text message,,7,13.61
35 - 44,Queensland,1901.0,"Threats to life, arrest or other",In person,,1,1.65
55 - 64,South Australia,1776.9,False billing,Text message,,3,5.75
25 - 34,New South Wales,1935.7,Other,Phone call,,6,7.43
55 - 64,Victoria,1882.0,Other,Text message,41.0,6,9.16
55 - 64,South Australia,1776.9,Rebate,Email,,1,1.15
35 - 44,Victoria,1882.0,Overpayment,Phone call,,1,1.41
65 and over,Queensland,1901.0,Identity theft,Text message,,13,10.2
55 - 64,Queensland,1901.0,Online shopping,Text message,450.0,7,6.02
45 - 54,Victoria,1882.0,Classified,Social media/Online forums,700.0,8,3.94
65 and over,New South Wales,1935.7,inheritance and unexpected money,Email,0.0,2,4.44
25 - 34,Queensland,1901.0,Classified,Mobile apps,0.0,1,1.4
55 - 64,New South Wales,2126.5,Other,Phone call,,1,2.25
55 - 64,Western Australia,2094.3,Online shopping,Text message,,5,1.7
25 - 34,South Australia,1776.9,Phishing,Phone call,2180.0,2,4.09
55 - 64,South Australia,1776.9,Hacking,Social media/Online forums,,1,1.33
25 - 34,South Australia,1776.9,Investment,Social media/Online forums,,2,1.05
25 - 34,New South Wales,1935.7,Remote access,Phone call,,1,1.69
18 - 24,South Australia,1776.9,"Threats to life, arrest or other",Phone call,0.0,1,1.25
35 - 44,New South Wales,1935.7,Identity theft,In person,0.0,1,1.33
25 - 34,South Australia,1776.9,Pyramid schemes,Social media/Online forums,,1,1.14
45 - 54,New South Wales,1935.7,inheritance and unexpected money,Text message,,1,1.3
45 - 54,Victoria,1882.0,Other,Email,,4,2.07
25 - 34,Queensland,1901.0,"Threats to life, arrest or other",Email,,1,1.09
65 and over,Queensland,1901.0,inheritance and unexpected money,Email,,15,10.1
55 - 64,New South Wales,1935.7,"Travel, prizes and lottery",Mail,,1,1.09
55 - 64,Western Australia,2094.3,Remote access,Phone call,3500.0,2,3.89
35 - 44,Queensland,1901.0,Identity theft,Phone call,,2,4.53
25 - 34,New South Wales,1935.7,Other,Mobile apps,,1,1.05
35 - 44,New South Wales,1935.7,Investment,Internet,28500.0,1,1.74
18 - 24,New South Wales,1935.7,Other,Email,,1,1.35
65 and over,Tasmania,1710.8,Classified,Email,,1,1.33
18 - 24,New South Wales,2126.5,"Threats to life, arrest or other",Phone call,10000.0,1,1.46
35 - 44,Queensland,1901.0,Online shopping,Internet,367.52,6,3.92
45 - 54,Queensland,1901.0,Remote access,Phone call,6700.0,4,4.89
55 - 64,New South Wales,1935.7,Ransomware and malware,Email,0.0,3,2.06
45 - 54,New South Wales,1935.7,Hacking,Email,0.0,6,5.28
35 - 44,South Australia,1776.9,Hacking,Phone call,,1,1.1
18 - 24,South Australia,1776.9,False billing,Mobile apps,342.0,1,1.14
18 - 24,Western Australia,2094.3,"Threats to life, arrest or other",Social media/Online forums,,1,1.03
55 - 64,New South Wales,2126.5,Identity theft,Email,,1,1.12
25 - 34,Queensland,1901.0,Online shopping,Social media/Online forums,407.11,6,4.64
35 - 44,Queensland,1901.0,Jobs and employment,Text message,,1,1.18
25 - 34,Western Australia,2094.3,Classified,Phone call,70.0,1,1.67
55 - 64,Queensland,1901.0,Other,Text message,,11,14.62
18 - 24,New South Wales,1935.7,"Travel, prizes and lottery",Mail,,1,1.0
55 - 64,Queensland,1901.0,Investment,Social media/Online forums,750000.0,2,2.25
65 and over,New South Wales,2126.5,Health and medical products,Text message,,1,1.15
18 - 24,New South Wales,1935.7,"Threats to life, arrest or other",Phone call,,2,1.08
Under 18,New South Wales,1935.7,"Travel, prizes and lottery",Text message,,1,1.39
65 and over,New South Wales,1935.7,Fake charity,Phone call,,2,1.26
65 and over,Tasmania,1710.8,Remote access,Phone call,,1,2.23
35 - 44,Victoria,1882.0,Phishing,Text message,,21,45.45
55 - 64,Western Australia,2094.3,Other,Email,,5,4.87
35 - 44,Tasmania,1710.8,Classified,Social media/Online forums,,1,1.23
35 - 44,Victoria,1882.0,Investment,Phone call,150000.0,1,2.28
35 - 44,New South Wales,1935.7,False billing,Phone call,5400.0,8,6.06
65 and over,Victoria,1882.0,False billing,Phone call,,2,4.1
18 - 24,New South Wales,1935.7,Rebate,Email,,1,1.47
55 - 64,New South Wales,1935.7,Dating and romance,Mobile apps,23000.0,1,2.46
35 - 44,Queensland,1901.0,Betting and sports investment,Mobile apps,,1,1.0
35 - 44,Queensland,1901.0,Overpayment,Internet,,1,1.12
65 and over,Queensland,1901.0,Ransomware and malware,Email,,6,1.96
Under 18,Victoria,1882.0,Overpayment,Text message,606.0,1,1.29
65 and over,South Australia,1776.9,Overpayment,Mail,,1,1.03
35 - 44,New South Wales,1935.7,"Travel, prizes and lottery",In person,600.0,1,1.34
65 and over,Northern Territory,1845.8,Classified,Social media/Online forums,200.0,1,1.48
65 and over,Queensland,1901.0,Health and medical products,Email,,6,23.49
35 - 44,Western Australia,2094.3,"Travel, prizes and lottery",Social media/Online forums,,1,1.0
