Age Group,State,Average State Income,Scam Type,Contact Method,Amount_lost,Actual_Number_of_Reports,Predicted_Number_of_Reports
35 - 44,Tasmania,1710.8,Mobile premium services,Phone call,0,1,0.6
35 - 44,Queensland,1901,Phishing,Social media/Online forums,0,1,1.14
25 - 34,New South Wales,1935.7,Identity theft,Email,0,3,4.71
35 - 44,Victoria,1882,Mobile premium services,Phone call,0,2,1.81
65 and over,New South Wales,1935.7,Phishing,Phone call,0,28,28.15
18 - 24,Queensland,1901,Online shopping,Email,0,1,3.65
55 - 64,South Australia,1776.9,Other,Phone call,0,1,3.08
25 - 34,Tasmania,1710.8,Investment,Social media/Online forums,1000,1,1.02
25 - 34,South Australia,1776.9,Classified,Social media/Online forums,3400,2,1.78
45 - 54,Victoria,1882,Mobile premium services,Phone call,0,2,1.92
18 - 24,Victoria,1882,False billing,Text message,0,1,5.03
55 - 64,Queensland,1901,Rebate,Email,0,3,3.03
65 and over,Victoria,1882,Hacking,Phone call,0,5,4.77
55 - 64,Victoria,1882,Investment,Email,0,1,3.64
45 - 54,Queensland,1901,Identity theft,Email,0,4,4.76
55 - 64,New South Wales,2126.5,False billing,Text message,0,2,4.45
55 - 64,Western Australia,2094.3,Health and medical products,Phone call,0,1,1.3
65 and over,New South Wales,1935.7,Other,Text message,0,34,12.69
25 - 34,Victoria,1882,Investment,Social media/Online forums,0,5,1.27
25 - 34,Victoria,1882,Investment,Email,0,1,1.78
45 - 54,Western Australia,2094.3,Phishing,Internet,3.01,2,0
55 - 64,New South Wales,1935.7,Rebate,Text message,0,11,3.69
55 - 64,Queensland,1901,Dating and romance,Email,0,1,3.03
25 - 34,Victoria,1882,Other,Social media/Online forums,50,2,2.18
55 - 64,Victoria,1882,Classified,Email,0,2,4.29
55 - 64,Western Australia,2094.3,Identity theft,Text message,0,6,4.8
55 - 64,Western Australia,2094.3,"Travel, prizes and lottery",Social media/Online forums,0,1,0.86
65 and over,New South Wales,1935.7,Dating and romance,In person,730,1,2.04
35 - 44,New South Wales,2126.5,False billing,Phone call,0,1,2.36
65 and over,New South Wales,1935.7,Online shopping,Internet,43.99,4,4.88
65 and over,Western Australia,2094.3,Rebate,Text message,0,3,2.78
65 and over,New South Wales,1935.7,Classified,Phone call,1500,3,5.44
18 - 24,New South Wales,1935.7,Hacking,Email,0,1,2.02
65 and over,South Australia,1776.9,Rebate,Social media/Online forums,0,1,0.44
55 - 64,Victoria,1882,Phishing,Mobile apps,0,2,5.46
45 - 54,New South Wales,1935.7,Hacking,Internet,0,1,1.8
55 - 64,South Australia,1776.9,False billing,Phone call,0,1,3.45
65 and over,New South Wales,1935.7,Ransomware and malware,Internet,0,1,1.12
25 - 34,Queensland,1901,Jobs and employment,Mobile apps,0,1,0.63
35 - 44,Northern Territory,1845.8,Online shopping,Internet,160,1,0
55 - 64,New South Wales,1935.7,Jobs and employment,Email,0,1,3.51
55 - 64,Victoria,1882,Psychic and clairvoyant,Internet,144,1,1.19
35 - 44,Queensland,1901,Phishing,Phone call,0,7,8.07
35 - 44,South Australia,1776.9,Other,Phone call,0,3,1.97
35 - 44,Western Australia,2094.3,Other,Email,0,2,3.85
35 - 44,Queensland,1901,False billing,In person,0,1,1.79
18 - 24,New South Wales,1935.7,Dating and romance,Social media/Online forums,19890,1,1.81
35 - 44,Queensland,1901,Identity theft,Internet,265,1,2.02
25 - 34,New South Wales,1935.7,"Travel, prizes and lottery",Email,49,1,1.42
35 - 44,New South Wales,1935.7,Classified,Internet,1270,2,2.6
45 - 54,South Australia,1776.9,Health and medical products,Social media/Online forums,85.98,1,0.7
55 - 64,Northern Territory,1845.8,Online shopping,Email,0,1,2.68
65 and over,Victoria,1882,Identity theft,In person,300,3,2.51
45 - 54,Western Australia,2094.3,Hacking,Internet,0,1,0.78
18 - 24,Queensland,1901,Mobile premium services,Phone call,0,1,0.77
65 and over,South Australia,1776.9,Investment,Email,0,3,3.98
25 - 34,Tasmania,1710.8,Mobile premium services,Phone call,0,1,0.3
18 - 24,Queensland,1901,False billing,Text message,0,10,4.7
55 - 64,Victoria,1882,Other,Mobile apps,4.51,1,2.72
65 and over,South Australia,1776.9,Phishing,Mail,0,1,0.51
65 and over,Queensland,1901,Remote access,Internet,0,1,1.46
18 - 24,New South Wales,1935.7,Jobs and employment,Email,0,1,1.04
65 and over,Western Australia,2094.3,Investment,Social media/Online forums,0,1,1.07
35 - 44,South Australia,1776.9,Hacking,Text message,0,1,1.16
65 and over,Victoria,1882,Investment,Internet,0,2,1.79
55 - 64,Western Australia,2094.3,"Travel, prizes and lottery",Mail,0,1,0.58
18 - 24,New South Wales,1935.7,Investment,Email,0,1,1.32
65 and over,Western Australia,2094.3,Hacking,Phone call,0,4,2.99
65 and over,Victoria,1882,Other,Email,0,11,12.5
55 - 64,Victoria,1882,Remote access,Phone call,0,4,2.64
45 - 54,Western Australia,2094.3,False billing,Text message,0,3,5.86
65 and over,New South Wales,1935.7,Mobile premium services,Phone call,0,2,3.09
65 and over,Western Australia,2094.3,Other,Phone call,0,10,4.99
45 - 54,New South Wales,1935.7,Health and medical products,Text message,0,4,2.62
35 - 44,Victoria,1882,Identity theft,Mail,0,2,2.01
25 - 34,Queensland,1901,Hacking,Phone call,0,2,2.01
65 and over,South Australia,1776.9,Phishing,Email,0,29,42.33
45 - 54,New South Wales,1935.7,Identity theft,Social media/Online forums,0,1,3.57
65 and over,New South Wales,2126.5,Overpayment,Social media/Online forums,0,1,0
25 - 34,New South Wales,1935.7,Phishing,Internet,0,1,0
55 - 64,Victoria,1882,Health and medical products,Mail,0,1,1.14
65 and over,Queensland,1901,Identity theft,Internet,0,2,2.62
Under 18,Queensland,1901,Classified,Text message,0,1,0.58
25 - 34,Queensland,1901,Online shopping,Internet,1331.32,4,2.68
18 - 24,Western Australia,2094.3,"Threats to life, arrest or other",Email,0,2,0
45 - 54,Northern Territory,1845.8,False billing,Email,0,1,2.63
35 - 44,Queensland,1901,"Threats to life, arrest or other",Email,0,1,1.57
25 - 34,Queensland,1901,Other,Mobile apps,0,1,1.09
45 - 54,New South Wales,1935.7,Hacking,Phone call,0,2,3.16
18 - 24,Tasmania,1710.8,"Threats to life, arrest or other",Phone call,390000,1,0.65
45 - 54,South Australia,1776.9,Online shopping,Phone call,0,1,2.42
55 - 64,South Australia,1776.9,Health and medical products,Internet,0,1,0
35 - 44,New South Wales,1935.7,Dating and romance,Mobile apps,220150,2,2.09
45 - 54,Western Australia,2094.3,Phishing,Email,0,17,17.24
25 - 34,Queensland,1901,Online shopping,Phone call,2750,2,4.14
65 and over,Western Australia,2094.3,False billing,Text message,2.2,19,8.88
45 - 54,Queensland,1901,Health and medical products,Text message,0,3,2.14
55 - 64,Victoria,1882,Overpayment,Mobile apps,0,1,1.14
25 - 34,Victoria,1882,Online shopping,Internet,4267.49,6,3.02
35 - 44,New South Wales,1935.7,False billing,Phone call,0,9,4.47
35 - 44,Victoria,1882,Dating and romance,In person,48000,1,2.23
25 - 34,New South Wales,1935.7,Classified,Mobile apps,0,1,1.22
45 - 54,New South Wales,1935.7,Hacking,Phone call,0,4,3.16
35 - 44,Western Australia,2094.3,Dating and romance,Mobile apps,15511.09,1,1.34
65 and over,New South Wales,2126.5,Phishing,Social media/Online forums,0,1,0
35 - 44,Tasmania,1710.8,Phishing,Social media/Online forums,0,1,0
25 - 34,Queensland,1901,Remote access,Phone call,0,4,1.45
25 - 34,South Australia,1776.9,False billing,Phone call,0,1,2.02
55 - 64,Western Australia,2094.3,False billing,Text message,0,12,6.76
65 and over,New South Wales,1935.7,False billing,Phone call,0,10,8.62
45 - 54,Western Australia,2094.3,Online shopping,Internet,44,2,0.78
65 and over,New South Wales,1935.7,Overpayment,Mail,0,1,1.05
35 - 44,Queensland,1901,Fake charity,Text message,0,1,1.84
45 - 54,Western Australia,2094.3,Overpayment,Mobile apps,0,1,0.47
25 - 34,Victoria,1882,"Threats to life, arrest or other",Phone call,0,4,1.51
55 - 64,Western Australia,2094.3,Other,Email,0,3,5.58
65 and over,Victoria,1882,Classified,Social media/Online forums,150,2,3.27
35 - 44,New South Wales,1935.7,Classified,Phone call,0,1,2.83
55 - 64,Western Australia,2094.3,Overpayment,Internet,160.5,1,0.23
Under 18,Queensland,1901,Other,Internet,0,1,0.71
18 - 24,Western Australia,2094.3,Classified,Social media/Online forums,3000,2,1.59
25 - 34,Western Australia,2094.3,Identity theft,Social media/Online forums,0,1,1.52
35 - 44,Victoria,1882,"Travel, prizes and lottery",Mail,0,2,1.22
Under 18,New South Wales,1935.7,Online shopping,Text message,0,1,5.15
65 and over,Queensland,1901,Online shopping,Text message,2145,8,22.55
55 - 64,New South Wales,1935.7,Online shopping,Social media/Online forums,1055,6,5.75
25 - 34,New South Wales,1935.7,Online shopping,Text message,0,2,6
55 - 64,New South Wales,1935.7,Identity theft,Phone call,0,2,4.89
25 - 34,New South Wales,2126.5,Identity theft,Mail,0,1,0.4
35 - 44,Victoria,1882,Identity theft,Social media/Online forums,0,1,2.83
65 and over,Queensland,1901,Phishing,Email,0,74,63.59
65 and over,Tasmania,1710.8,Phishing,Mobile apps,0,1,0
55 - 64,Victoria,1882,Rebate,Text message,0,2,3.55
25 - 34,Queensland,1901,Fake charity,Social media/Online forums,0,1,0.64
65 and over,New South Wales,2126.5,Rebate,Text message,0,1,1.16
45 - 54,New South Wales,1935.7,Phishing,Mobile apps,0,1,6.7
55 - 64,Victoria,1882,Overpayment,Phone call,0,2,2.22
18 - 24,New South Wales,1935.7,Classified,Text message,1500,1,2.83
55 - 64,Victoria,1882,Ransomware and malware,Email,0,1,3.17
55 - 64,New South Wales,1935.7,Health and medical products,Text message,0,6,3.49
65 and over,Western Australia,2094.3,Other,In person,416.91,2,2.22
18 - 24,Western Australia,2094.3,Jobs and employment,Social media/Online forums,3760,1,0.9
35 - 44,New South Wales,1935.7,Jobs and employment,Text message,13000,1,2.51
35 - 44,Northern Territory,1845.8,Other,Text message,0,1,1.85
55 - 64,New South Wales,2126.5,Phishing,Email,0,5,18.37
65 and over,South Australia,1776.9,Hacking,Text message,0,1,4.15
45 - 54,Queensland,1901,Identity theft,Phone call,500,2,3.7
35 - 44,Tasmania,1710.8,Mobile premium services,Phone call,0,1,0.6
65 and over,Northern Territory,1845.8,Health and medical products,Phone call,0,1,0
35 - 44,Western Australia,2094.3,Classified,Email,580,1,1.31
25 - 34,Queensland,1901,Dating and romance,Social media/Online forums,2800,1,1.59
35 - 44,Western Australia,2094.3,Phishing,Email,0,3,8.58
55 - 64,Queensland,1901,Online shopping,Internet,51.52,1,2.52
18 - 24,New South Wales,1935.7,False billing,Email,0,3,4.98
35 - 44,New South Wales,1935.7,Mobile premium services,Phone call,0,1,1.73
35 - 44,Victoria,1882,Online shopping,Email,207.5,5,6.25
65 and over,Victoria,1882,Other,Text message,0,8,12.07
45 - 54,Queensland,1901,Online shopping,Internet,494.1,2,2.48
25 - 34,Western Australia,2094.3,"Travel, prizes and lottery",Phone call,0,1,0.59
45 - 54,Queensland,1901,Overpayment,Text message,0,2,2.14
55 - 64,New South Wales,2126.5,False billing,Internet,64,1,0.88
65 and over,Victoria,1882,False billing,Email,566.82,38,17.79
55 - 64,New South Wales,1935.7,Phishing,Email,1069.25,42,64.49
35 - 44,Victoria,1882,Dating and romance,Social media/Online forums,20000,2,2.27
35 - 44,South Australia,1776.9,False billing,Text message,0,5,4.19
25 - 34,New South Wales,1935.7,Online shopping,Text message,0,1,6
65 and over,Queensland,1901,Identity theft,Text message,0,13,8.73
65 and over,Western Australia,2094.3,Classified,Social media/Online forums,0,1,1.91
55 - 64,Northern Territory,1845.8,Other,Text message,0,1,3.08
65 and over,Tasmania,1710.8,Hacking,Email,0,2,3.39
65 and over,Queensland,1901,Identity theft,Text message,0,5,8.73
35 - 44,New South Wales,2126.5,False billing,Email,0,2,3.1
55 - 64,Queensland,1901,Investment,Social media/Online forums,0,2,1.56
35 - 44,New South Wales,1935.7,False billing,Text message,0,7,7.24
65 and over,South Australia,1776.9,Identity theft,Text message,0,9,5.71
35 - 44,Northern Territory,1845.8,Identity theft,Text message,0,1,1.03
55 - 64,Western Australia,2094.3,Dating and romance,Email,0,14,1.77
55 - 64,New South Wales,1935.7,Rebate,Email,0,5,3.51
25 - 34,New South Wales,1935.7,Other,Social media/Online forums,95,2,2.74
35 - 44,Victoria,1882,Overpayment,Text message,0,2,2.18
35 - 44,Western Australia,2094.3,Other,Text message,0,5,4.58
35 - 44,South Australia,1776.9,Online shopping,Phone call,0,1,1.97
35 - 44,Victoria,1882,False billing,Text message,0,14,6.84
45 - 54,Western Australia,2094.3,Classified,In person,0,1,0.75
65 and over,Victoria,1882,Hacking,Phone call,0,2,4.77
25 - 34,Western Australia,2094.3,Remote access,Phone call,0,4,0.86
45 - 54,New South Wales,1935.7,Ransomware and malware,Email,0,1,2.26
35 - 44,Victoria,1882,False billing,Text message,0,24,6.84
65 and over,Victoria,1882,Phishing,Phone call,4300,20,48.68
45 - 54,New South Wales,1935.7,Classified,Text message,0,2,3.78
65 and over,Queensland,1901,Classified,Text message,0,1,6.54
45 - 54,New South Wales,2126.5,Other,Email,0,1,2.41
55 - 64,New South Wales,1935.7,Dating and romance,Internet,12000,1,2.1
35 - 44,South Australia,1776.9,Remote access,Phone call,0,1,1.02
65 and over,New South Wales,2126.5,inheritance and unexpected money,Mail,0,1,0
65 and over,Queensland,1901,Identity theft,Text message,0,25,8.73
25 - 34,New South Wales,2126.5,Investment,Social media/Online forums,0,1,0.22
65 and over,Tasmania,1710.8,Online shopping,Email,290.64,3,8.1
45 - 54,New South Wales,1935.7,Identity theft,Phone call,0,5,4.48
45 - 54,Victoria,1882,Rebate,Phone call,0,1,1.95
45 - 54,Queensland,1901,Hacking,In person,0,2,1.32
Under 18,Victoria,1882,Phishing,Text message,0,2,15.82
65 and over,South Australia,1776.9,Phishing,Phone call,1335,14,34.43
45 - 54,New South Wales,1935.7,Phishing,Email,0,32,42.54
45 - 54,New South Wales,1935.7,"Threats to life, arrest or other",In person,0,1,1.04
35 - 44,Western Australia,2094.3,Online shopping,Phone call,0,2,2.17
18 - 24,Victoria,1882,"Threats to life, arrest or other",Social media/Online forums,800,1,1.57
55 - 64,Western Australia,2094.3,False billing,Internet,0,1,1.74
45 - 54,New South Wales,1935.7,"Travel, prizes and lottery",Text message,0,1,2.71
25 - 34,Victoria,1882,Hacking,Phone call,0,1,2.34
45 - 54,Western Australia,2094.3,Hacking,Social media/Online forums,0,1,1.45
18 - 24,New South Wales,1935.7,"Threats to life, arrest or other",Internet,571,1,0.93
65 and over,Queensland,1901,Dating and romance,Social media/Online forums,9000.1,3,2.32
45 - 54,Queensland,1901,Mobile premium services,Phone call,0,4,1.59
45 - 54,Victoria,1882,Online shopping,In person,107000,1,3.78
55 - 64,New South Wales,2126.5,Phishing,Text message,0,9,18.93
35 - 44,Queensland,1901,Investment,Text message,210000,1,2.54
25 - 34,Queensland,1901,Jobs and employment,Mobile apps,31000,5,1.65
25 - 34,Queensland,1901,inheritance and unexpected money,Text message,0,1,1.44
Under 18,Queensland,1901,Online shopping,Internet,0,1,0.71
25 - 34,Western Australia,2094.3,Other,Email,0,3,2.99
55 - 64,South Australia,1776.9,Identity theft,Email,0,3,3.5
55 - 64,Queensland,1901,Phishing,Text message,214.28,87,40.4
35 - 44,Queensland,1901,False billing,Text message,0,26,6.5
45 - 54,Queensland,1901,Remote access,Email,0,1,2.15
Under 18,Victoria,1882,False billing,Email,0,1,5.76
45 - 54,Western Australia,2094.3,Phishing,Email,433.54,33,15.62
Under 18,Western Australia,2094.3,Online shopping,Social media/Online forums,415,1,1.11
25 - 34,New South Wales,1935.7,Classified,Email,0,2,2.41
65 and over,New South Wales,1935.7,"Threats to life, arrest or other",Text message,0,5,5.76
55 - 64,New South Wales,1935.7,Classified,Email,0,7,4.59
35 - 44,New South Wales,1935.7,Overpayment,Phone call,0,1,1.73
65 and over,Tasmania,1710.8,Other,Internet,0,1,1.09
65 and over,New South Wales,2126.5,False billing,Email,0,13,7.27
45 - 54,Tasmania,1710.8,Phishing,Text message,0,15,10.38
65 and over,Western Australia,2094.3,Rebate,Email,0,4,3.59
25 - 34,Queensland,1901,Rebate,Phone call,0,1,1.18
65 and over,Western Australia,2094.3,Online shopping,Internet,0,2,2.33
35 - 44,New South Wales,1935.7,Other,Social media/Online forums,575,3,3.68
18 - 24,Western Australia,2094.3,Jobs and employment,Social media/Online forums,4180,1,0.9
18 - 24,Northern Territory,1845.8,"Threats to life, arrest or other",Text message,0,1,0
55 - 64,Victoria,1882,Online shopping,Text message,750.85,6,9.21
18 - 24,Tasmania,1710.8,Online shopping,Email,0,1,0.16
45 - 54,Queensland,1901,Other,Phone call,0,8,3.8
45 - 54,Tasmania,1710.8,Remote access,Phone call,0,1,0.48
45 - 54,Queensland,1901,Classified,Social media/Online forums,500,5,2.34
35 - 44,New South Wales,1935.7,Health and medical products,Internet,107.95,2,0.98
18 - 24,Queensland,1901,Classified,Email,2340,2,2.06
45 - 54,New South Wales,2126.5,Phishing,Text message,0,19,12.78
18 - 24,Tasmania,1710.8,Remote access,Phone call,0,1,0.05
55 - 64,Queensland,1901,Classified,Social media/Online forums,700,5,2.88
65 and over,Tasmania,1710.8,Identity theft,Internet,0,1,0
65 and over,Queensland,1901,Rebate,Text message,0,4,5.29
Under 18,Victoria,1882,Rebate,Text message,0,1,0
18 - 24,Victoria,1882,Identity theft,Text message,0,3,3.83
25 - 34,New South Wales,1935.7,False billing,Social media/Online forums,1100,4,4.21
55 - 64,New South Wales,1935.7,Online shopping,Text message,0,1,9.34
45 - 54,Victoria,1882,Hacking,Text message,0,1,3.49
55 - 64,South Australia,1776.9,Investment,Social media/Online forums,50000,1,1.38
18 - 24,New South Wales,2126.5,Dating and romance,Social media/Online forums,640,1,0.21
35 - 44,Victoria,1882,Investment,Social media/Online forums,0,3,1.59
45 - 54,New South Wales,1935.7,Mobile premium services,Phone call,0,1,2.06
55 - 64,South Australia,1776.9,Identity theft,Email,0,3,3.5
18 - 24,Victoria,1882,Jobs and employment,Social media/Online forums,8383,3,1.89
45 - 54,New South Wales,2126.5,False billing,Internet,0,1,0.75
45 - 54,Queensland,1901,Online shopping,Social media/Online forums,4260,4,4.08
18 - 24,New South Wales,2126.5,Overpayment,Text message,0,2,0
35 - 44,South Australia,1776.9,Dating and romance,Internet,0,1,0.18
18 - 24,New South Wales,1935.7,Online shopping,Social media/Online forums,443.83,5,2.66
